indice,titulo,artista,ano,nivel_toxicidade,abuso_emocional,ciume_possessividade,dependencia,objetificacao,violencia_traicao,justificativa
37,Tragedy,Thomas Wayne,1959.0,0.2,False,True,False,False,False,"""Have me here Hold me, love Be sincere"" — demonstra um leve controle e desejo de possuir o parceiro."
38,My Happiness,Connie Francis,1959.0,0.2,False,True,False,False,False,"""Meu pensamento sempre é de você"" e ""Já parece que um milhão de anos se passaram desde que compartilhamos nosso sonho"" - demonstra um leve controle, mas sem agressividade."
39,Talahassee Lassie,Freddie Cannon,1959.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
40,Tiger,Fabian,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
41,Never Be Anyone Else But You,Ricky Nelson,1959.0,0.2,False,True,False,False,False,"""If I could take my pick Of all the girls I've ever known Then I'd come and pick you Out to be my very own"" - demonstra um leve controle e posse, mas sem agressividade."
42,Don't You Know,Della Reese,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
43,I Need Your Love Tonight,Elvis Presley,1959.0,0.2,False,True,False,False,False,"""Don't tell me no I need your love tonight"" - demonstra um leve controle, mas sem agressividade."
44,What A Diff'rence A Day Makes,Dinah Washington,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
45,The All American Boy,Bill Parsons,1959.0,0.0,False,False,False,False,False,
46,Primrose Lane,Jerry Wallace,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
47,Alvin's Harmonica,David Seville and The Chipmunks,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
48,Lonely Street,Andy Williams,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
49,What'd I Say,Ray Charles,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
50,Broken-hearted Melody,Sarah Vaughan,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
51,Only You,Franck Pourcel,1959.0,0.2,False,True,False,False,False,"""Meu destino é você"" e ""Quando tu me segurar a mão entendo o feitiço que fazes sobre mim"" — demonstra um leve controle, mas sem agressividade."
52,Gotta Travel On,Billy Grammer,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
53,Poison Ivy,Coasters,1959.0,0.0,False,False,False,False,False,"nenhum elemento tóxico identificado (a letra trata de poison ivy, uma planta com propriedades irritantes, e não descreve um relacionamento amoroso ou tóxico)."
54,Turn Me Loose,Fabian,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
55,Lonely Teardrops,Jackie Wilson,1959.0,0.2,False,True,False,False,False,"""Come home, come home Just say you will, say you will (say you will)"" — demonstra um leve controle e desejo de possuir a atenção do outro."
56,Hawaiian Wedding Song,Andy Williams,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
57,Forty Miles Of Bad Road,Duane Eddy,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado (A letra não descreve um relacionamento amoroso ou qualquer tipo de interação humana.)
58,Just Ask Your Heart,Frankie Avalon,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
59,Tell Him No,Travis and Bob,1959.0,0.0,False,False,False,False,False,
60,Frankie,Connie Francis,1959.0,0.2,False,True,False,False,False,"""I'll never let you see me cry"" - demonstra um leve controle, mas sem agressividade."
61,I've Had It,Bell Notes,1959.0,0.8,True,False,False,False,False,"""When you say that I should phone Then there's nobody home"" (abuso emocional) - a pessoa espera uma resposta de alguém, mas não obtém e fica frustrada."
62,I Cried A Tear,Lavern Baker,1959.0,0.2,False,False,True,False,False,"""I cried a tear because of you I cried a tear because we're through"" — expressa dependência leve, mas pode ser apenas uma hipérbole romântica."
63,Enchanted,Platters,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
64,Since I Don't Have You,Skyliners,1959.0,0.2,False,True,False,False,False,"""I don't have love to share And I don't have one who cares"" — demonstra um leve controle, mas sem agressividade."
65,Peter Gunn Theme,Ray Anthony,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
66,The Chipmunk Song,David Seville and The Chipmunks,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
67,I Want To Walk You Home,Fats Domino,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
68,So Fine,Fiestas,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
69,Bobby Sox To Stockings,Frankie Avalon,1959.0,0.2,False,True,False,False,False,"""Yes, she's old enough to give her heart away"" — demonstra um leve controle e possuição."
70,Deck Of Cards,Wink Martindale,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
71,A Lover's Question,Clyde Mcphatter,1959.0,0.2,False,True,False,False,False,"""Me avisa quando sair, quero saber onde vai"" — demonstra um leve controle."
72,I Only Have Eyes For You,Flamingos,1959.0,0.2,False,True,False,False,False,"""I only have eyes for you"" - demonstra um leve controle, mas sem agressividade."
73,It's Late,Ricky Nelson,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
74,Petite Fleur,Chris Barber's Jazz Band,1959.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
75,Tall Paul,Annette,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
76,The Tijuana Jail,Kingston Trio,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
77,Just A Little Too Much,Ricky Nelson,1959.0,0.2,False,True,False,False,False,"""I'm gonna scream and shout it / There ain't no doubt about it"" — expressa um leve controle, mas sem agressividade."
78,Goodbye Baby,Jack Scott,1959.0,0.2,False,True,False,False,False,"""Take my hand, pretty baby, bye bye"" — demonstra um leve controle e possibilidade de posse."
79,Along Came Jones,Coasters,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
80,Three Stars,Tommy Dee and Carol Kay,1959.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
81,A Boy Without A Girl,Frankie Avalon,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
82,Sweeter Than You,Ricky Nelson,1959.0,0.2,False,True,False,False,False,"""Meu único desejo é amar você eternamente"" e ""Vou ser verdadeira se você me diz que vai amá-me para sempre"" — demonstra um leve controle, mas sem agressividade."
83,It Was I,Skip and Flip,1959.0,0.2,False,True,False,False,False,"""You're tellin' everybody I'm the one To blame for all the wrong that you have done"" — demonstra um leve controle, mas sem agressividade."
84,"Goodbye, Jimmy, Goodbye",Kathy Linden,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
85,Manhattan Spiritual,Reg Owens Orch.,1959.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
86,Endlessly,Brook Benton,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
87,Heartaches By The Number,Guy Mitchell,1959.0,0.2,False,True,False,False,False,"""Each day I love you more"" — demonstra um leve controle, mas sem agressividade."
88,Sea Cruise,Frankie Ford,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
89,That's Why,Jackie Wilson,1959.0,0.2,False,True,False,False,False,"""Don't you know, baby... (That's why I love you so)"" — demonstra um leve controle e possuindo a intenção de que o parceiro seja apenas para ele."
90,You're So Fine,Falcons,1959.0,0.2,False,True,False,False,False,"""You're mine, you're mine"" - demonstra um leve controle e posse."
91,Kissin' Time,Bobby Rydell,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
92,My Wish Came True,Elvis Presley,1959.0,0.2,False,False,False,False,False,"A letra não apresenta elementos tóxicos. O desejo de encontrar o amor e a preocupação em receber sinceridade são sentimentos normais em um relacionamento, sem qualquer indício de abuso ou manipulação."
93,Morgen,Ivo Robic,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
94,Baby Talk,Jan and Dean,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
95,Bongo Rock,Preston Epps,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado (a letra é instrumental)
96,Take A Message To Mary,Everly Brothers,1959.0,0.8,True,False,False,False,False,"""Don't tell her where I am"" e ""You can say she better not wait for me But don't tell her I'm in jail Oh, don't tell her I'm in jail"" - o indivíduo está tentando ocultar sua localização e estado de prisão da pessoa que ele ama."
97,Battle Hymn Of The Republic,Mormon Tabernacle Choir,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
98,In The Mood,Ernie Fields Orchestra,1959.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
99,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and The Curls,1959.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
100,"Theme From ""A Summer Place""",Percy Faith,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
101,He'll Have To Go,Jim Reeves,1960.0,0.8,True,False,False,False,False,"""You can't say the words I want to hear / While you're with another man"" (abuso emocional)."
102,Cathy's Clown,Everly Brothers,1960.0,0.2,False,True,False,False,False,"""Você está tratando-me mal"" (expressa uma leve agressão emocional); ""Não quero seu amor mais, não quero seus beijos"" — demonstra um leve controle e manipulação."
103,Running Bear,Johnny Preston,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
104,Teen Angel,Mark Dinning,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
105,I'm Sorry,Brenda Lee,1960.0,0.2,False,False,True,False,False,"""I'm sorry, so sorry / That I was such a fool"" expressa um sentimento de culpa e dependência leve por parte do cantor."
106,It's Now Or Never,Elvis Presley,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
107,Handy Man,Jimmy Jones,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
108,Stuck On You,Elvis Presley,1960.0,0.2,False,True,False,False,False,"""I'm going to stick like glue / Stick because I'm Stuck on you"" — demonstra um leve controle, mas sem agressividade."
109,The Twist,Chubby Checker,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
110,Everybody's Somebody's Fool,Connie Francis,1960.0,0.8,True,False,True,False,False,"""The tears I cried for you could fill an ocean"" (expressa uma dependência extrema e um desespero); ""I couldn't bring myself to say goodbye"" (dependência emocional)."
111,Wild One,Bobby Rydell,1960.0,0.8,True,True,False,False,False,"""Oh wild one I'll make you settle down (settle down)"" e ""You little doll all you do is play, you've got a new baby ev'ry day But some day it's gonna be me, me and only me"" demonstram controle e possesão."
112,Greenfields,Brothers Four,1960.0,0.2,False,True,False,False,False,"""I'll never know what made you run away"" e ""But I'll keep on waiting till you return"" demonstram um leve controle, mas sem agressividade."
113,What In The World's Come Over You,Jack Scott,1960.0,0.2,False,True,False,False,False,"""Seems we never get along"" e ""I'll still be here, dear Waiting, longing for you"" demonstram um leve controle e possesão."
114,El Paso,Marty Robbins,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
115,Alley Oop,Hollywood Argyles,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
116,My Heart Has A Mind Of Its Own,Connie Francis,1960.0,0.2,False,True,True,False,False,"""No matter what I do No matter what I say No matter how I try I just can't turn the other way"" — demonstra um leve controle e dependência emocional."
117,Sweet Nothin's,Brenda Lee,1960.0,0.2,False,True,False,False,False,"""Me dá um olhar especial que ninguém mais tem"" (controle leve, mas não agressivo)."
118,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
119,Only The Lonely,Roy Orbison,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
120,Where Or When,Dion and The Belmonts,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
121,Sixteen Reasons,Connie Stevens,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
122,Puppy Love,Paul Anka,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
123,Why,Frankie Avalon,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
124,"Walk, Dont Run",Ventures,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado (A letra não descreve um relacionamento amoroso ou qualquer tipo de interação humana.)
125,Save The Last Dance For Me,Drifters,1960.0,0.2,False,True,False,False,False,"""Don't forget who's taking you home And in whose arms you're gonna be"" — demonstra um leve controle, mas sem agressividade."
126,Baby (You Got What It Takes),Brook Benton and Dinah Washington,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
127,Sink The Bismark,Johnny Horton,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
128,Chain Gang,Sam Cooke,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
129,Let It Be Me,Everly Brothers,1960.0,0.2,False,True,False,False,False,"""Don't take this heaven from one"" e ""And that you'll always let it be me"" - mostram um leve controle, mas sem agressividade."
130,Good Timin',Jimmy Jones,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
131,Beyond The Sea,Bobby Darin,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
132,Go Jimmy Go,Jimmy Clanton,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
133,Night,Jackie Wilson,1960.0,0.2,False,True,False,False,False,"""Comes dawn, my darling, you're gone But you come back into my arms each night"" - demonstra um leve controle e possuição do parceiro."
134,Burning Bridges,Jack Scott,1960.0,0.2,False,True,False,False,False,"""Sold the house we once planned together"" - demonstra um leve controle, mas sem agressividade; ""Tried so hard to forget about you"" - indica uma tentativa de se distanciar e esquecer."
135,The Big Hurt,Toni Fisher,1960.0,0.2,False,True,False,False,False,"""Waiting to hear footsteps that say 'Love will appear and this time to stay'"" - demonstra um leve controle, mas sem agressividade."
136,Because They're Young,Duane Eddy,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado (A letra não descreve um relacionamento amoroso ou qualquer tipo de interação humana.)
137,Lonely Blue Boy,Conway Twitty,1960.0,0.2,False,False,True,False,False,"""I'm so afraid of tomorrow And so tired,so tired of today"" — expressa uma leve dependência emocional."
138,Pretty Blue Eyes,Steve Lawrence,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
139,Way Down Yonder In New Orleans,Freddie Cannon,1960.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
140,Paper Roses,Anita Bryant,1960.0,0.2,False,True,False,False,False,"""Take away the flowers that you gave me"" — demonstra um leve controle, mas sem agressividade."
141,Mr. Custer,Larry Verne,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
142,I Want To Be Wanted,Brenda Lee,1960.0,0.2,False,True,False,False,False,"""Me avisa quando sair, quero saber onde vai"" — demonstra um leve controle, mas sem agressividade."
143,Mule Skinner Blues,Fendermen,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
144,Cradle Of Love,Johnny Preston,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
145,You've Got What It Takes,Marv Johnson,1960.0,0.2,False,True,False,False,False,"""You don't need no money Baby, you do need a new car Come on, you know"" - demonstra um leve controle e possesão."
146,"Please Help Me, I'm Falling",Hank Locklin,1960.0,0.2,False,True,False,False,False,"""I belong to another whose arms have grown cold But I promised forever to have and to hold"" — demonstra um leve controle, mas sem agressividade."
147,Love You So,Ron Holden,1960.0,0.2,False,True,True,False,False,"""I need your love with all my heart"" e ""Promise me we'll never part"" demonstram uma leve dependência e controle, mas sem agressividade."
148,Finger Poppin' Time,Hank Ballard and The Midnighters,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
149,Harbor Lights,Platters,1960.0,0.2,False,False,True,False,False,"""I long to hold you near And kiss you just once more"" — expressa dependência leve, mas pode ser apenas uma hipérbole romântica."
150,Let The Little Girl Dance,Billy Bland,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
151,He'll Have To Stay,Jeanne Black,1960.0,0.2,False,True,False,False,False,"""Ele está com outra pessoa agora, ele vai ter que ficar"" — demonstra um leve controle e possesividade."
152,Theme From The Apartment,Ferrante and Teicher,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
153,Volare (Nel Blu Dipinto Di Blu),Bobby Rydell,1960.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
154,A Million To One,Jimmy Charles,1960.0,0.2,False,True,False,False,False,"""Eles sentem que nossa relação não vai durar"" e ""eles acreditam que somos jovens para saber o significado do amor"" — demonstra um leve controle, mas sem agressividade."
155,The Village Of St. Bernadette,Andy Williams,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
156,The Old Lamplighter,Browns,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
157,White Silver Sands,Bill Black's Combo,1960.0,0.0,False,False,False,False,False,
158,Devil Or Angel,Bobby Vee,1960.0,0.2,False,True,False,False,False,"""You look like an angel Your smile is divine But you keep me guessin' Will you ever be mine?"" — demonstra um leve controle, mas sem agressividade."
159,Down By The Station,Four Preps,1960.0,0.8,True,False,False,False,False,"""I love you number three"" (abuso emocional, o indivíduo ignora as relações anteriores e promete fidelidade a uma nova pessoa sem ter terminado com as outras); ""You weren't true to one and two. You won't be true to me"" (abuso emocional, mostra que o indivíduo já não foi leal às relações anteriores e isso será repetido na nova relação)."
160,Forever,Little Dippers,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
161,Image Of A Girl,Safaris and The Phantom's Band,1960.0,0.8,True,False,False,False,False,"""Eu te amo, mas não posso me deixar ir"" (abuso emocional) - a frase sugere que o indivíduo está usando seu amor como uma forma de controlar e manter a outra pessoa."
162,Kiddio,Brook Benton,1960.0,0.2,False,True,False,False,False,"""Baby, be my queen of hearts"" e ""Kiss me baby, tell me so If you love me, let me know"" mostram um leve controle e desejo de posse."
163,Mission Bell,Donnie Brooks,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
164,I Love The Way You Love,Marv Johnson,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
165,It's Time To Cry,Paul Anka,1960.0,0.2,False,False,True,False,False,"""Happiness is what I long for Loneliness is why I cry"" — expressa dependência leve, mas pode ser apenas uma hipérbole romântica."
166,Tell Laura I Love Her,Ray Peterson,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
167,Mama,Connie Francis,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
168,Footsteps,Steve Lawrence,1960.0,0.2,False,True,False,False,False,"""Vou te ouvir andar pela casa"" (controle leve, expressa preocupação com a ausência do parceiro)."
169,So Sad,Everly Brothers,1960.0,0.2,False,True,False,False,False,"""Me avisa quando sair, quero saber onde vai"" — demonstra um leve controle, mas sem agressividade."
170,That's All You Gotta Do,Brenda Lee,1960.0,0.2,False,True,False,False,False,"""Chamar para dizer que está sozinho"" — demonstra um leve controle, mas sem agressividade."
171,Walking To New Orleans,Fats Domino,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
172,Among My Souvenirs,Connie Francis,1960.0,0.2,False,False,True,False,False,"""I count them all apart and as the teardrops start I find a broken heart among my souvenirs"" — expressa dependência leve, mas pode ser apenas uma hipérbole romântica."
173,Swingin' School,Bobby Rydell,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
174,A Rockin' Good Way,Dinah Washington and Brook Benton,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
175,Stairway To Heaven,Neil Sedaka,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
176,My Home Town,Paul Anka,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
177,Georgia On My Mind,Ray Charles,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
178,Cherry Pie,Skip and Flip,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
179,Wonderful World,Sam Cooke,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
180,Tracy's Theme,Spencer Ross,1960.0,0.0,False,False,False,False,False,
181,Lady Luck,Lloyd Price,1960.0,0.2,False,True,False,False,False,"""I've got to win your love somehow"" — demonstra um leve controle, mas sem agressividade."
182,Step By Step,Crests,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
183,Happy-Go-Lucky Me,Paul Evans,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
184,Young Emotions,Ricky Nelson,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
185,Dreamin',Johnny Burnette,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
186,Poetry In Motion,Johnny Tillotson,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
187,O Dio Mio,Annette,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
188,You Talk Too Much,Joe Jones,1960.0,0.2,False,True,False,False,False,"""You talk too much You worry me to death"" - demonstra um leve controle, mas sem agressividade."
189,Beatnik Fly,Johnny and The Hurricanes,1960.0,0.8,True,False,False,False,False,"""Eu te amei, eu te amarei sempre. Eu não posso viver sem você"" (dependência leve); ""Te tornei minha vida e meus sonhos"" (possessividade emocional)."
190,When Will I Be Loved,Everly Brothers,1960.0,0.8,True,False,False,False,False,"""I've been cheated Been mistreated"" (abuso emocional)."
191,Let's Think About Livin',Bob Luman,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
192,Heartaches By The Number,Guy Mitchell,1960.0,0.2,False,True,False,False,False,"""Each day I love you more"" — demonstra um leve controle, mas sem agressividade."
193,In My Little Corner Of The World,Anita Bryant,1960.0,0.0,False,False,False,False,False,nenhum elemento tóxico identificado
